Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance (in KM)
32.0,4.2,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,34,16.796129650059807
20.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,16,1.554902837646469
28.0,4.8,Windy,Low,1,motorcycle,1.0,No,Urban,10,19.93768479044883
20.0,4.5,Sunny,Jam,1,motorcycle,0.0,No,Urban,16,12.082438179710314
28.0,4.5,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,15,7.443866993367354
37.0,4.6,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,28,12.410378640435475
39.0,4.5,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,32,12.45777551163691
39.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,41,10.577818082109957
29.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,29,16.695143788849723
34.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,24,11.903152806224751
23.0,4.9,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,25,7.31890486226614
39.0,5.0,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,19,5.951908012295787
20.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,13,3.0206687990832064
30.0,4.6,Stormy,Jam,1,scooter,0.0,No,Metropolitian,28,7.747184339020532
34.0,4.3,Stormy,Jam,1,scooter,3.0,No,Metropolitian,44,13.80483330094055
33.0,3.5,Sunny,Jam,1,scooter,1.0,No,Metropolitian,34,12.220563865765206
,,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,37,12.05631692879874
38.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,28,13.993676750493023
32.0,3.7,Fog,Low,1,scooter,1.0,No,Metropolitian,39,13.563296444846623
32.0,4.4,Windy,Jam,2,scooter,0.0,No,Metropolitian,38,13.660196747006776
33.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,16,4.4650683810240395
36.0,4.1,Stormy,Jam,0,motorcycle,3.0,No,Metropolitian,48,20.827428182142093
28.0,4.8,Stormy,Low,2,motorcycle,0.0,No,Urban,15,17.259376716936664
20.0,5.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,10,17.259376716936664
22.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,24,11.909501860942648
33.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,13,7.5510552166869065
35.0,3.8,Sandstorms,Jam,1,motorcycle,2.0,No,Metropolitian,41,10.883786966709636
36.0,3.7,Windy,Jam,2,scooter,1.0,No,Metropolitian,41,17.259376716936664
23.0,4.8,Windy,High,2,scooter,1.0,No,Urban,18,1.5341210004813362
24.0,4.3,Fog,Medium,1,scooter,0.0,No,Metropolitian,34,10.550020338631688
26.0,4.7,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,28,17.102527788094463
24.0,4.8,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,33,12.438888796445049
26.0,4.9,Stormy,Low,1,motorcycle,0.0,No,,10,3.0146017669132554
37.0,5.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,28,4.707104052532131
37.0,4.4,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,49,7.556609070687137
29.0,4.7,Sandstorms,Jam,2,scooter,0.0,No,Urban,22,19.939087238883076
36.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,25,9.061597007035509
30.0,4.8,Sunny,Low,1,scooter,0.0,No,Metropolitian,17,1.5690347154047224
39.0,4.7,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,29,7.756832982430433
27.0,4.7,Cloudy,Low,2,motorcycle,0.0,No,Urban,27,12.057126334017665
31.0,4.8,Sunny,Jam,2,scooter,1.0,No,Metropolitian,28,19.731429221614068
38.0,4.7,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,24,4.5208616651671925
29.0,4.8,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,17,9.29651010180637
31.0,4.9,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,41,12.057293898875512
22.0,4.5,Windy,Low,2,scooter,1.0,No,Urban,15,4.648400072771237
25.0,4.7,Fog,Jam,2,scooter,1.0,No,Metropolitian,30,7.536180450634203
38.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,25,19.630777254614774
28.0,4.8,Sunny,Low,2,electric_scooter,0.0,No,Metropolitian,22,1.5277185791840686
38.0,4.1,Stormy,Medium,2,scooter,1.0,No,Metropolitian,32,4.5317745916199
30.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Urban,17,13.941388211073699
33.0,4.7,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,20,10.415459469221599
26.0,4.2,Cloudy,Jam,1,motorcycle,1.0,No,Urban,38,10.846782182964
31.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,28,9.04254420895188
31.0,4.8,Fog,Jam,1,scooter,2.0,Yes,Metropolitian,49,20.397442775188328
35.0,4.3,Sandstorms,Medium,0,motorcycle,2.0,No,Metropolitian,49,16.87302018124156
36.0,4.7,Sandstorms,Low,2,motorcycle,1.0,No,Urban,28,7.647645466260274
25.0,4.9,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,28,10.846831391713856
23.0,4.8,Cloudy,Medium,2,scooter,,No,Metropolitian,15,6.219458576533027
23.0,4.1,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,18,3.0145876920227987
39.0,4.8,Windy,Low,0,motorcycle,0.0,No,Metropolitian,28,13.740737825926681
22.0,4.9,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,28,9.061623571512106
24.0,4.8,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,24,9.296679247291038
39.0,4.6,Sunny,Low,1,scooter,0.0,No,Metropolitian,22,17.040382448586055
,,,,3,electric_scooter,1.0,No,Urban,27,20.140136453106805
37.0,4.7,Fog,Medium,1,scooter,0.0,No,Metropolitian,41,13.993650241500593
29.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,29,4.5830282281129735
26.0,4.8,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,19,9.414207472710387
20.0,4.8,Cloudy,Low,2,scooter,0.0,No,Urban,21,10.845941272791444
29.0,4.7,Fog,Jam,2,motorcycle,1.0,No,Urban,22,4.580670744184101
33.0,4.2,Windy,Medium,2,scooter,0.0,No,Metropolitian,34,20.826810752741334
37.0,4.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,39,10.983241696284244
32.0,4.5,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,30,2.9809448604624884
27.0,5.0,Stormy,High,1,scooter,1.0,No,Metropolitian,20,1.5574050628830869
36.0,4.6,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,19,16.87311042078797
24.0,5.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,24,4.707104052532131
21.0,4.9,Sandstorms,Low,2,scooter,0.0,,Metropolitian,11,3.0205754048362454
23.0,4.6,Stormy,Low,1,motorcycle,0.0,No,Urban,13,3.020904843788388
37.0,4.7,Fog,Low,0,motorcycle,,No,Metropolitian,44,14.121309628180253
24.0,5.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,24,13.945492012958097
33.0,4.9,Fog,Low,2,scooter,0.0,No,Metropolitian,17,9.061995111687809
33.0,4.6,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,31,6.205284711948613
38.0,4.3,Cloudy,Low,0,motorcycle,1.0,No,,38,13.393659551411588
31.0,5.0,Stormy,Medium,1,scooter,2.0,No,Metropolitian,34,7.647645466260274
22.0,4.6,Fog,Medium,1,motorcycle,0.0,No,,11,9.043276670143035
32.0,4.3,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,42,9.246103683049933
33.0,3.8,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,36,19.94033887231402
23.0,5.0,Fog,Low,1,motorcycle,0.0,No,Metropolitian,26,12.082468598924104
29.0,4.4,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,32,12.220241481209044
22.0,4.4,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,22,9.414207472710387
20.0,4.7,Sunny,Low,2,scooter,1.0,No,Urban,21,1.4638911485541741
34.0,4.2,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,48,20.211791494903654
26.0,4.7,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,28,12.218115841455665
33.0,4.4,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,40,11.905861749702474
34.0,4.7,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,26,9.06218615243449
28.0,5.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,17,4.707104052532131
26.0,4.8,Stormy,Medium,1,scooter,1.0,No,Metropolitian,17,19.632314732102273
37.0,4.2,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,45,13.591608297249033
31.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,27,9.107215808103613
32.0,4.3,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,31,13.592319121658754
22.0,4.6,Sandstorms,High,0,motorcycle,1.0,No,Urban,15,1.5341084981792636
33.0,4.6,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,24,12.458820360776192
30.0,4.8,Sunny,High,1,scooter,1.0,No,Urban,20,3.1380694073889375
28.0,4.9,Windy,Low,1,scooter,0.0,No,Metropolitian,18,2.9278774517243162
35.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,26,7.756699817828701
39.0,4.9,Sunny,Medium,0,motorcycle,0.0,No,Urban,27,7.669965433276151
35.0,4.8,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,37,13.96135178633398
36.0,4.8,Cloudy,Jam,1,scooter,1.0,No,Urban,37,19.881709995994314
22.0,4.7,Sunny,Jam,2,scooter,1.0,No,Urban,15,7.552708807307073
30.0,4.6,Stormy,Jam,1,motorcycle,1.0,No,Urban,26,4.471311183510494
29.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,29,10.571600405915428
25.0,4.9,Sandstorms,High,0,motorcycle,0.0,No,Metropolitian,24,6.106736943461254
25.0,4.2,Windy,Low,0,motorcycle,1.0,No,Metropolitian,29,2.976038261804114
28.0,4.6,Fog,Medium,1,motorcycle,1.0,No,Urban,38,12.410432681826242
,,Sunny,Jam,2,electric_scooter,,,Metropolitian,11,16.793762074154593
26.0,4.8,Sandstorms,Low,2,electric_scooter,0.0,No,Urban,15,16.823444551962364
35.0,4.2,Cloudy,Low,0,motorcycle,2.0,No,Metropolitian,41,12.09895659021292
34.0,4.5,Cloudy,Jam,0,motorcycle,1.0,No,Urban,30,9.307756519895385
27.0,4.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,31,16.82479191121949
34.0,4.6,Cloudy,Jam,1,scooter,1.0,No,Urban,28,9.061426530475128
30.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,34,9.295646535921481
34.0,4.8,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,23,10.549460104356827
27.0,4.8,Sandstorms,High,1,scooter,1.0,No,Metropolitian,24,1.549521034342308
35.0,4.6,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,27,6.106693540212503
28.0,4.1,Windy,High,0,motorcycle,1.0,No,Urban,37,6.205443433899008
29.0,2.5,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,34,16.823882005734124
22.0,3.9,Sunny,High,0,motorcycle,1.0,No,Metropolitian,52,3.0145444437399687
,,,,3,scooter,1.0,No,Metropolitian,18,9.176983903804434
,,Sunny,Jam,0,motorcycle,2.0,No,Metropolitian,46,9.107582743160684
31.0,4.2,Cloudy,Medium,2,motorcycle,2.0,No,Urban,40,13.660196747006776
26.0,4.7,Fog,Low,0,motorcycle,0.0,No,Metropolitian,16,9.177049632235144
22.0,4.5,Stormy,High,1,scooter,0.0,No,Metropolitian,27,6.196872084447012
33.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,23,10.983241696284244
32.0,5.0,Fog,Jam,2,scooter,2.0,Yes,Urban,39,4.581196682217199
27.0,4.6,Sunny,Jam,1,scooter,1.0,No,Metropolitian,12,7.535583995571486
37.0,4.9,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,29,11.902924672837507
30.0,4.5,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,17,9.177783656275444
32.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,21,7.647789157646795
,,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,18,10.901492727897562
20.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Urban,22,7.7744964674614065
34.0,4.5,Cloudy,Medium,2,motorcycle,0.0,No,Metropolitian,17,4.554153294969161
25.0,4.8,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,24,4.463962781432896
38.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,25,19.659356690368107
30.0,4.4,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,32,10.843721893347185
21.0,4.2,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,35,10.405211613371423
22.0,4.8,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,19,9.296679247291038
25.0,4.8,Cloudy,Medium,1,motorcycle,0.0,No,Urban,30,11.737923768988582
,,Stormy,High,1,motorcycle,0.0,No,Urban,28,6.117941643988989
24.0,4.9,Fog,Low,1,scooter,1.0,No,Metropolitian,17,7.747885462548287
30.0,4.1,Stormy,High,2,motorcycle,1.0,No,Metropolitian,33,1.5495871139522706
20.0,5.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,27,16.823323902378387
35.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,21,3.0992292872260383
30.0,4.6,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,26,8.927789411307542
32.0,4.9,Stormy,Jam,2,scooter,0.0,No,Metropolitian,25,4.521861258383032
38.0,4.0,Windy,Jam,2,motorcycle,0.0,No,Metropolitian,32,4.623632112070283
30.0,4.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,31,3.09923698706867
38.0,4.5,Sandstorms,Jam,2,electric_scooter,1.0,No,Urban,39,19.659104803877018
38.0,4.2,Fog,Low,2,motorcycle,1.0,No,Metropolitian,36,10.625437937035716
36.0,4.2,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,49,20.14286114325814
27.0,4.6,Stormy,Medium,2,scooter,1.0,No,Urban,20,7.774224002698605
31.0,4.8,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,30,16.584431162502657
36.0,4.7,Stormy,Medium,2,motorcycle,0.0,No,Urban,27,7.439967826807072
31.0,4.3,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,51,20.139489814110593
26.0,4.8,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,17,13.993230923259892
28.0,4.8,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,19,7.709611116068396
30.0,4.6,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,47,16.622841671723474
30.0,4.2,Windy,Low,0,motorcycle,2.0,No,Urban,34,7.336924519767817
22.0,4.7,Cloudy,Low,2,scooter,1.0,No,Metropolitian,17,4.601874452778276
26.0,4.7,Windy,Medium,0,motorcycle,0.0,No,Urban,16,4.648349677934942
31.0,4.5,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,26,10.69100092566136
28.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,24,5.952358021805274
29.0,5.0,Cloudy,Jam,1,motorcycle,2.0,No,Urban,42,14.121309628180253
26.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,19,19.853603911818123
31.0,4.8,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,40,20.13858887339997
39.0,3.6,Windy,Jam,1,scooter,1.0,No,Metropolitian,32,12.270876910294279
22.0,4.7,Windy,High,1,motorcycle,1.0,No,Urban,15,6.041529490667358
39.0,4.6,Stormy,High,1,motorcycle,1.0,No,Urban,25,1.5574255599993443
,,Sandstorms,Jam,1,scooter,0.0,No,Urban,14,9.308258482124039
24.0,4.9,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,19,3.102765054159252
27.0,4.8,Fog,Low,2,scooter,0.0,No,Metropolitian,28,19.63121915859949
24.0,4.2,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,50,7.318548931445494
25.0,4.2,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,36,13.59174349203564
37.0,5.0,Sunny,High,2,electric_scooter,1.0,No,Metropolitian,20,6.041633175889473
,,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,40,8.804618435414957
20.0,4.6,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,17,3.0477436248537875
23.0,4.9,Cloudy,Low,0,motorcycle,1.0,No,Urban,18,1.549302295793992
38.0,4.9,Windy,Low,2,scooter,0.0,No,Metropolitian,23,4.401599583718164
20.0,4.7,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,28,10.413406275387722
22.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,25,7.774335904782853
30.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,40,10.883786966709636
22.0,5.0,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,26,19.941385867885913
37.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,48,12.082515888990242
30.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,36,10.846831391713856
21.0,4.7,Fog,Low,1,motorcycle,1.0,No,Urban,24,20.212680295861603
33.0,4.8,Fog,Low,2,electric_scooter,0.0,No,Metropolitian,18,7.562208879649091
24.0,5.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,29,7.634236711867245
27.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,27,12.393479135474136
22.0,4.5,Windy,Medium,0,motorcycle,1.0,No,Urban,26,10.88373929906829
30.0,4.8,Windy,Low,1,motorcycle,0.0,No,Urban,20,3.036073580509908
27.0,4.6,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,18,16.610756501989794
20.0,4.9,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,11,17.04121281086054
38.0,3.7,Windy,Jam,2,scooter,0.0,No,Urban,37,19.63089520627813
35.0,4.9,Fog,Medium,0,motorcycle,0.0,No,Metropolitian,47,12.056467912278185
22.0,4.3,Windy,Low,0,motorcycle,0.0,No,Urban,27,1.486625443852458
35.0,5.0,Cloudy,Low,2,scooter,1.0,No,Metropolitian,30,10.738136234232549
28.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,27,4.6646029783419385
35.0,4.9,Fog,High,0,motorcycle,1.0,No,Metropolitian,25,1.5070049749662857
33.0,4.7,Sunny,High,1,motorcycle,1.0,No,Metropolitian,18,6.041138156550312
21.0,4.9,Stormy,Jam,1,motorcycle,0.0,No,Urban,16,16.873347387885367
24.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,18,4.39185747578328
29.0,4.8,Fog,Low,0,motorcycle,0.0,No,Metropolitian,20,3.1146185513864597
20.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,22,12.457928458269533
36.0,4.7,Stormy,Jam,1,scooter,1.0,No,Urban,25,7.647792401997624
29.0,4.7,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,20,10.689377930173068
38.0,4.7,Windy,Low,1,scooter,1.0,No,Metropolitian,26,1.5125333715626577
32.0,4.9,Sandstorms,Jam,1,motorcycle,,No,Metropolitian,30,8.78249479374544
27.0,4.7,Sunny,High,1,motorcycle,0.0,No,Urban,15,6.108760689155292
34.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,28,1.5339975116617346
24.0,4.7,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,10,20.807497131813285
37.0,4.9,Stormy,Jam,2,scooter,0.0,No,Metropolitian,25,13.173286318996363
36.0,4.6,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,20,4.6646127412632294
37.0,4.3,Fog,Low,0,motorcycle,1.0,No,Metropolitian,35,13.602045810953301
22.0,4.8,Fog,Medium,1,scooter,1.0,No,Metropolitian,17,6.198170058205873
23.0,4.5,Sunny,Medium,1,scooter,0.0,No,Urban,11,12.410449792093456
21.0,4.1,Fog,Jam,2,scooter,1.0,No,Metropolitian,42,10.983241696284244
32.0,4.9,Cloudy,Low,0,motorcycle,,No,Metropolitian,20,3.102721585192909
36.0,4.6,Windy,Jam,1,motorcycle,1.0,No,Urban,26,4.471515679698732
38.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,28,7.648215327844156
20.0,4.7,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,18,14.121309628180253
21.0,5.0,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,25,20.14286114325814
23.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Urban,21,1.4905271004214893
35.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,25,11.903926009449917
29.0,4.8,Windy,Low,2,motorcycle,1.0,No,Metropolitian,17,11.900805953032062
31.0,4.9,Sunny,Jam,0,motorcycle,0.0,No,Urban,21,9.414207472710387
35.0,4.8,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,27,3.1098846908757523
35.0,4.3,Fog,Medium,2,electric_scooter,2.0,No,Metropolitian,43,14.121309628180253
36.0,4.6,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,28,7.670103460594373
33.0,4.8,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,35,12.236043012743853
26.0,4.9,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,23,10.687692480486225
,,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,15,20.13824237750315
38.0,4.1,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,33,20.13677616835183
36.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,36,16.82258132783111
25.0,4.5,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,15,1.5103126299648915
38.0,4.7,Sunny,Low,2,scooter,,No,Urban,10,3.059155402867807
22.0,4.6,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,33,4.523953567054008
,,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,32,7.618948769138416
37.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,28,19.730165083396134
32.0,4.5,Sandstorms,Low,0,motorcycle,0.0,No,,29,16.576592238300005
36.0,4.6,Fog,High,2,scooter,1.0,No,Metropolitian,30,3.06801652533814
33.0,4.3,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,39,13.747942635381355
35.0,4.8,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,46,20.397442775188328
22.0,4.8,Sunny,Medium,1,scooter,0.0,No,Urban,12,7.589832671093596
32.0,4.9,Fog,Low,0,motorcycle,1.0,No,Urban,24,9.074436846461325
37.0,4.7,Windy,Low,2,scooter,0.0,No,Metropolitian,29,4.654235823749315
23.0,4.5,Fog,Medium,1,scooter,1.0,No,Metropolitian,27,19.65904441180137
37.0,4.5,Cloudy,Jam,0,motorcycle,0.0,Yes,Urban,45,19.881126900376607
,,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,37,10.693142439128849
24.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29,11.891391349003795
25.0,4.9,Windy,Medium,2,scooter,1.0,No,Metropolitian,29,6.1977399151548
32.0,4.7,Cloudy,Low,2,scooter,0.0,No,Metropolitian,18,7.7744964674614065
22.0,4.7,Windy,Jam,2,electric_scooter,0.0,No,Urban,16,10.883734942367136
26.0,4.6,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,23,19.85703068063584
32.0,3.7,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,33,12.410115517669745
24.0,4.1,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,34,12.271798836615678
23.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,22,6.071710271577742
24.0,4.1,Fog,Jam,2,scooter,1.0,No,Metropolitian,36,12.081730065273959
,,,,3,motorcycle,1.0,No,Metropolitian,16,3.1097808850159536
21.0,4.6,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,20,17.063874784931702
26.0,4.5,Sandstorms,Medium,2,motorcycle,0.0,No,Metropolitian,21,16.611017637184716
29.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,21,7.590017577593426
22.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,26,7.74763816269579
27.0,4.6,Stormy,High,2,scooter,0.0,No,Metropolitian,27,6.2053296310718675
27.0,4.7,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,17,13.390339808216725
35.0,3.8,Windy,Jam,1,scooter,2.0,No,Metropolitian,34,19.025615825853446
25.0,4.5,Sandstorms,Jam,1,motorcycle,1.0,No,Urban,11,9.07447898190687
25.0,4.9,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,31,10.8595355556471
22.0,5.0,Sandstorms,High,1,motorcycle,1.0,No,Urban,27,6.205443615404849
30.0,3.6,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,39,12.438452034187614
32.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,22,1.5106412690370932
31.0,5.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,26,17.04433026158702
31.0,4.1,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,41,12.056531044074385
30.0,4.9,Stormy,Medium,2,scooter,1.0,No,Metropolitian,25,13.393836726393172
36.0,4.8,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,27,4.664736409311263
36.0,4.7,Windy,High,1,scooter,1.0,No,Metropolitian,29,3.059161133141076
21.0,4.6,Sandstorms,Low,1,motorcycle,0.0,No,Urban,10,1.5690347154047224
26.0,4.6,Stormy,Jam,1,scooter,1.0,No,Metropolitian,15,9.176780971328203
39.0,4.5,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,29,4.521503515521098
20.0,4.9,Fog,High,0,motorcycle,1.0,No,Metropolitian,20,2.9279142999673726
23.0,4.9,Sunny,Medium,1,motorcycle,1.0,No,Urban,10,16.349709040955535
25.0,4.1,Stormy,Jam,0,motorcycle,0.0,No,Metropolitian,35,10.555175207495012
31.0,4.5,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,23,20.489791126658652
26.0,4.7,Windy,Low,2,scooter,0.0,No,Urban,12,3.059240455493852
36.0,4.7,Fog,Jam,0,motorcycle,0.0,No,Urban,28,7.535675476942189
,,Windy,Low,1,motorcycle,1.0,No,Urban,21,3.068104207674353
36.0,3.5,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,40,16.577747438648807
32.0,4.1,Windy,High,0,motorcycle,2.0,No,Urban,40,6.0411743878610205
38.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,29,10.689181764692147
39.0,4.8,Sunny,Jam,2,electric_scooter,0.0,No,Urban,15,4.665092570655827
27.0,4.6,Stormy,Low,0,motorcycle,0.0,No,Urban,18,16.36550392738388
35.0,5.0,Windy,Medium,0,motorcycle,1.0,Yes,Metropolitian,46,13.611044846525985
23.0,4.9,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,21,4.554002148202201
,,Fog,Low,1,motorcycle,1.0,No,Metropolitian,31,20.53984619665057
